ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;;;;;
202111;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4559,;4553,;1855,;2704,;;;;;
202111;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1676,;1661,;1576,;100,;;;;;
202111;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;711,;679,;626,;85,;;;;;
202111;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2000,;1223,;1120,;880,;;;;;
202111;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52,;50,;40,;12,;;;;;
202111;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1771,;1233,;1002,;769,;;;;;
202111;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478,;443,;370,;108,;;;;;
202111;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4298,;3411,;2266,;2032,;;;;;
202111;40105;MINISTERIO DA DEFESA;MD;3028,;2682,;1430,;1598,;;;;;
202111;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8855,;8801,;6795,;2060,;;;;;
202111;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5697,;4802,;3051,;2646,;;;;;
202111;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1054,;705,;496,;558,;;;;;
202111;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1172,;831,;568,;604,;;;;;
202111;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;254,;254,;218,;36,;;;;;
202111;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3298,;2812,;1575,;1723,;;;;;
202111;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148,;145,;95,;53,;;;;;
202111;40408;FUNDACAO CULTURAL PALMARES;FCP;25,;25,;23,;2,;;;;;
202111;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1040,;844,;354,;686,;;;;;
202111;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;594,;594,;428,;166,;;;;;
202111;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87,;87,;,;87,;;;;;
202111;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6428,;6412,;2492,;3936,;;;;;
202111;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5981,;5939,;5915,;66,;;;;;
202111;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5741,;5729,;5525,;216,;;;;;
202111;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2789,;2783,;2769,;20,;;;;;
202111;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7,;7,;,;7,;;;;;
202111;41100;MINISTERIO DAS COMUNICACOES;MCOM;86,;86,;85,;1,;;;;;
202111;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1779,;1584,;1329,;450,;;;;;
202111;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6751,;4204,;3090,;3661,;;;;;
202111;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1557,;1556,;748,;809,;;;;;
202111;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;747,;602,;380,;367,;;;;;
202111;44205;AGENCIA NACIONAL DE AGUAS;ANA;397,;380,;293,;104,;;;;;
202111;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216,;215,;122,;94,;;;;;
202111;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2874,;2226,;1399,;1475,;;;;;
202111;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;600,;585,;434,;166,;;;;;
202111;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11528,;11525,;4335,;7193,;;;;;
202111;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;698,;698,;324,;374,;;;;;
202111;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826,;533,;337,;489,;;;;;
202111;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;1000,;951,;428,;572,;;;;;
202111;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1832,;1555,;1282,;550,;;;;;
202111;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;203,;193,;138,;65,;;;;;
202111;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231,;209,;175,;56,;;;;;
202111;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97,;97,;70,;27,;;;;;
202111;54000;MINISTERIO DO TURISMO;MTUR;850,;831,;719,;131,;;;;;
202111;55000;MINISTERIO DA CIDADANIA;MC;998,;760,;412,;586,;;;;;
202111;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502,;379,;189,;313,;;;;;
202111;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43637,;42310,;19863,;23774,;;;;;
202111;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5080,;2176,;1865,;3215,;;;;;
202111;70000;COMANDO DA MARINHA;CM;9090,;8075,;3217,;5873,;;;;;
202111;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89,;39,;37,;52,;;;;;
202111;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5843,;,;,;5843,;;;;;
202112;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12100,;11330,;6414,;5686,;;;;;
202112;15000;MINISTERIO DA EDUCACAO;MEC;35402,;1898,;712,;34690,;;;;;
202112;16000;COMANDO DO EXERCITO;C.EX;8141,;8139,;3792,;4349,;;;;;
202112;16100;FUNDACAO OSORIO;F OSORIO;96,;94,;60,;36,;;;;;
202112;17000;MINISTERIO DA ECONOMIA;ME;76896,;65363,;36389,;40507,;;;;;
202112;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3565,;3442,;2328,;1237,;;;;;
202112;20101;PRESIDENCIA DA REPUBLICA;PR;709,;267,;132,;577,;;;;;
202112;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4546,;747,;485,;4061,;;;;;
202112;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17595,;17345,;13251,;4344,;;;;;
202112;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361,;361,;338,;23,;;;;;
202112;21000;COMANDO DA AERONAUTICA;C.AER;8670,;7706,;3335,;5335,;;;;;
202112;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69,;,;,;69,;;;;;
202112;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176,;176,;53,;123,;;;;;
202112;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;345,;345,;180,;165,;;;;;
202112;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1214,;1211,;943,;271,;;;;;
202112;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;455,;455,;274,;181,;;;;;
202112;25000;MINISTERIO DA SAUDE;MS;79231,;74526,;42153,;37078,;;;;;
202112;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;504,;500,;402,;102,;;;;;
202112;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283,;281,;250,;33,;;;;;
202112;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1124,;1104,;433,;691,;;;;;
202112;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617,;533,;383,;234,;;;;;
202112;26201;COLEGIO PEDRO II;C.PEDROII;2283,;2283,;2206,;77,;;;;;
202112;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1042,;991,;964,;78,;;;;;
202112;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3516,;3486,;3372,;144,;;;;;
202112;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5950,;5943,;5570,;380,;;;;;
202112;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5723,;5641,;5407,;316,;;;;;
202112;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3931,;3905,;3690,;241,;;;;;
202112;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5276,;5213,;5077,;199,;;;;;
202112;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7669,;7503,;6935,;734,;;;;;
202112;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3282,;3224,;3109,;173,;;;;;
202112;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7711,;7660,;7241,;470,;;;;;
202112;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5545,;5426,;5214,;331,;;;;;
202112;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6358,;6325,;5986,;372,;;;;;
202112;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6379,;6333,;5958,;421,;;;;;
202112;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6851,;6739,;6387,;464,;;;;;
202112;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5669,;5627,;5386,;283,;;;;;
202112;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5614,;5587,;5392,;222,;;;;;
202112;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13756,;13635,;12937,;819,;;;;;
202112;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5872,;5805,;5538,;334,;;;;;
202112;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4801,;4723,;4538,;263,;;;;;
202112;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2483,;2440,;2385,;98,;;;;;
202112;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2438,;2424,;2334,;104,;;;;;
202112;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1081,;1059,;998,;83,;;;;;
202112;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2027,;1980,;1948,;79,;;;;;
202112;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3122,;3074,;2877,;245,;;;;;
202112;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1204,;1127,;1106,;98,;;;;;
202112;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2164,;2102,;2013,;151,;;;;;
202112;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1570,;1495,;1458,;112,;;;;;
202112;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1574,;1558,;1440,;134,;;;;;
202112;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1647,;1642,;1599,;48,;;;;;
202112;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3720,;3674,;3601,;119,;;;;;
202112;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;933,;917,;907,;26,;;;;;
202112;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890,;875,;857,;33,;;;;;
202112;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5752,;5702,;5430,;322,;;;;;
202112;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1394,;1372,;1335,;59,;;;;;
202112;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1302,;1253,;1230,;72,;;;;;
202112;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1858,;1781,;1754,;104,;;;;;
202112;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;960,;930,;882,;78,;;;;;
202112;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1375,;1342,;1277,;98,;;;;;
202112;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2461,;2457,;2310,;151,;;;;;
202112;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3461,;3416,;3253,;208,;;;;;
202112;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6076,;5994,;5718,;358,;;;;;
202112;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3664,;3635,;3530,;134,;;;;;
202112;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2091,;2058,;1953,;138,;;;;;
202112;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5064,;5013,;4858,;206,;;;;;
202112;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1519,;1479,;1420,;99,;;;;;
202112;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3616,;3526,;3264,;352,;;;;;
202112;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1732,;1699,;1640,;92,;;;;;
202112;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2771,;2718,;2613,;158,;;;;;
202112;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3104,;3051,;2916,;188,;;;;;
202112;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2368,;2323,;2248,;120,;;;;;
202112;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3096,;3041,;2957,;139,;;;;;
202112;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3392,;3353,;3224,;168,;;;;;
202112;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3497,;3443,;3308,;189,;;;;;
202112;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;588,;587,;583,;5,;;;;;
202112;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1457,;1431,;1367,;90,;;;;;
202112;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1217,;1179,;1118,;99,;;;;;
202112;26292;FUNDACAO JOAQUIM NABUCO;FJN;452,;452,;182,;270,;;;;;
202112;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548,;498,;348,;200,;;;;;
202112;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1589,;1567,;1513,;76,;;;;;
202112;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1694,;1641,;1604,;90,;;;;;
202112;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1568,;1536,;1498,;70,;;;;;
202112;26401;INSTITUTO FEDERAL DO ACRE;IFAC;854,;755,;726,;128,;;;;;
202112;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1881,;1868,;1847,;34,;;;;;
202112;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1963,;1864,;1784,;179,;;;;;
202112;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1963,;1792,;1715,;248,;;;;;
202112;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3848,;3730,;3552,;296,;;;;;
202112;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2924,;2914,;2845,;79,;;;;;
202112;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1418,;1414,;1384,;34,;;;;;
202112;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3257,;3227,;3175,;82,;;;;;
202112;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1912,;1902,;1877,;35,;;;;;
202112;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1370,;1350,;1337,;33,;;;;;
202112;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1312,;1310,;1295,;17,;;;;;
202112;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1150,;1143,;1130,;20,;;;;;
202112;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1167,;1155,;1139,;28,;;;;;
202112;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2025,;1974,;1922,;103,;;;;;
202112;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1262,;1221,;1205,;57,;;;;;
202112;26416;INSTITUTO FEDERAL DO PARA;IFPA;2572,;2506,;2351,;221,;;;;;
202112;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2376,;2369,;2333,;43,;;;;;
202112;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2385,;2356,;2299,;86,;;;;;
202112;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2182,;2160,;2120,;62,;;;;;
202112;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1463,;1451,;1424,;39,;;;;;
202112;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1260,;1211,;1187,;73,;;;;;
202112;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1859,;1818,;1758,;101,;;;;;
202112;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1530,;1252,;1169,;361,;;;;;
202112;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1269,;1243,;1230,;39,;;;;;
202112;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;682,;636,;618,;64,;;;;;
202112;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;2994,;2785,;2614,;380,;;;;;
202112;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1359,;1318,;1285,;74,;;;;;
202112;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2089,;2058,;2006,;83,;;;;;
202112;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1040,;1030,;1013,;27,;;;;;
202112;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2411,;2325,;2236,;175,;;;;;
202112;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2583,;2297,;2257,;326,;;;;;
202112;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2028,;1995,;1880,;148,;;;;;
202112;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1720,;1713,;1656,;64,;;;;;
202112;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2737,;2715,;2680,;57,;;;;;
202112;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1838,;1832,;1768,;70,;;;;;
202112;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;724,;685,;655,;69,;;;;;
202112;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2674,;2647,;2594,;80,;;;;;
202112;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4623,;4595,;4531,;92,;;;;;
202112;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1425,;1405,;1380,;45,;;;;;
202112;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1112,;1097,;1083,;29,;;;;;
202112;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;778,;740,;720,;58,;;;;;
202112;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;648,;623,;598,;50,;;;;;
202112;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793,;758,;742,;51,;;;;;
202112;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;685,;628,;615,;70,;;;;;
202112;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;566,;561,;557,;9,;;;;;
202112;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3811,;2134,;1496,;2315,;;;;;
202112;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1950,;1411,;736,;1214,;;;;;
202112;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1857,;1402,;951,;906,;;;;;
202112;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13839,;13839,;11387,;2452,;;;;;
202112;32000;MINISTERIO DE MINAS E ENERGIA;MME;721,;721,;168,;553,;;;;;
202112;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776,;776,;597,;179,;;;;;
202112;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;812,;782,;699,;113,;;;;;
202112;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2117,;838,;705,;1412,;;;;;
202112;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231,;159,;74,;157,;;;;;
202112;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5485,;3891,;2758,;2727,;;;;;
202112;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78,;69,;44,;34,;;;;;
202112;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6561,;6260,;4695,;1866,;;;;;
202112;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4548,;4542,;1839,;2709,;;;;;
202112;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1675,;1660,;1572,;103,;;;;;
202112;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;711,;679,;625,;86,;;;;;
202112;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2000,;1223,;1119,;881,;;;;;
202112;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52,;50,;40,;12,;;;;;
202112;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1770,;1232,;1001,;769,;;;;;
202112;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478,;443,;369,;109,;;;;;
202112;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4297,;3410,;2261,;2036,;;;;;
202112;40105;MINISTERIO DA DEFESA;MD;3025,;2679,;1421,;1604,;;;;;
202112;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8893,;8839,;6822,;2071,;;;;;
202112;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5695,;4800,;3038,;2657,;;;;;
202112;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1054,;705,;496,;558,;;;;;
202112;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1172,;831,;567,;605,;;;;;
202112;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;253,;253,;217,;36,;;;;;
202112;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3298,;2812,;1570,;1728,;;;;;
202112;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148,;145,;95,;53,;;;;;
202112;40408;FUNDACAO CULTURAL PALMARES;FCP;25,;25,;23,;2,;;;;;
202112;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1040,;844,;352,;688,;;;;;
202112;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;594,;594,;427,;167,;;;;;
202112;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87,;87,;,;87,;;;;;
202112;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6427,;6411,;2484,;3943,;;;;;
202112;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5976,;5934,;5910,;66,;;;;;
202112;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5759,;5757,;5530,;229,;;;;;
202112;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2767,;2761,;2753,;14,;;;;;
202112;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7,;7,;,;7,;;;;;
202112;41100;MINISTERIO DAS COMUNICACOES;MCOM;86,;86,;82,;4,;;;;;
202112;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1779,;1584,;1328,;451,;;;;;
202112;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6724,;4177,;3060,;3664,;;;;;
202112;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1555,;1554,;746,;809,;;;;;
202112;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;746,;601,;379,;367,;;;;;
202112;44205;AGENCIA NACIONAL DE AGUAS;ANA;397,;380,;292,;105,;;;;;
202112;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216,;215,;121,;95,;;;;;
202112;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2875,;2227,;1395,;1480,;;;;;
202112;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;600,;585,;434,;166,;;;;;
202112;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11528,;11525,;4322,;7206,;;;;;
202112;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;698,;698,;323,;375,;;;;;
202112;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826,;533,;337,;489,;;;;;
202112;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;1000,;951,;429,;571,;;;;;
202112;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1832,;1555,;1282,;550,;;;;;
202112;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;203,;193,;138,;65,;;;;;
202112;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231,;209,;175,;56,;;;;;
202112;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97,;97,;70,;27,;;;;;
202112;54000;MINISTERIO DO TURISMO;MTUR;850,;831,;718,;132,;;;;;
202112;55000;MINISTERIO DA CIDADANIA;MC;998,;760,;412,;586,;;;;;
202112;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502,;379,;188,;314,;;;;;
202112;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43622,;42295,;19792,;23830,;;;;;
202112;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5080,;2176,;1864,;3216,;;;;;
202112;70000;COMANDO DA MARINHA;CM;9082,;8067,;3197,;5885,;;;;;
202112;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89,;39,;37,;52,;;;;;
202112;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5841,;,;,;5841,;;;;;
202201;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12093,;11323,;6384,;5709,;;;;;
202201;15000;MINISTERIO DA EDUCACAO;MEC;35236,;1896,;707,;34529,;;;;;
202201;16000;COMANDO DO EXERCITO;C.EX;8116,;8114,;3754,;4362,;;;;;
202201;16100;FUNDACAO OSORIO;F OSORIO;96,;94,;60,;36,;;;;;
202201;17000;MINISTERIO DA ECONOMIA;ME;76803,;65270,;36257,;40546,;;;;;
202201;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3564,;3441,;2316,;1248,;;;;;
202201;20101;PRESIDENCIA DA REPUBLICA;PR;708,;266,;131,;577,;;;;;
202201;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4553,;832,;551,;4002,;;;;;
202201;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17595,;17345,;13467,;4128,;;;;;
