ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA
202108;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12.131,00;11.362,00;6.518,00;5.613,00
202108;15000;MINISTERIO DA EDUCACAO;MEC;35.479,00;1.907,00;733;34.746,00
202108;16000;COMANDO DO EXERCITO;C.EX;8.218,00;8.216,00;3.926,00;4.292,00
202108;16100;FUNDACAO OSORIO;F OSORIO;98;96;63;35
202108;17000;MINISTERIO DA ECONOMIA;ME;77.353,00;65.815,00;36.941,00;40.412,00
202108;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3.572,00;3.449,00;2.347,00;1.225,00
202108;20101;PRESIDENCIA DA REPUBLICA;PR;714;272;137;577
202108;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;297;263;179;118
202108;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17.614,00;17.364,00;13.299,00;4.315,00
202108;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361;361;340;21
202108;21000;COMANDO DA AERONAUTICA;C.AER;8.709,00;7.745,00;3.435,00;5.274,00
202108;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69;0;0;69
202108;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176;176;55;121
202108;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;346;346;181;165
202108;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1.218,00;1.215,00;950;268
202108;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;455;455;274;181
202108;25000;MINISTERIO DA SAUDE;MS;79.757,00;75.051,00;43.131,00;36.626,00
202108;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;505;501;401;104
202108;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283;282;248;35
202108;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1.124,00;1.104,00;441;683
202108;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617;533;387;230
202108;26201;COLEGIO PEDRO II;C.PEDROII;2.283,00;2.282,00;2.208,00;75
202108;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1.043,00;993;967;76
202108;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3.518,00;3.488,00;3.374,00;144
202108;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5.955,00;5.955,00;5.590,00;365
202108;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5.730,00;5.649,00;5.424,00;306
202108;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3.936,00;3.907,00;3.715,00;221
202108;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5.279,00;5.231,00;5.102,00;177
202108;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7.665,00;7.505,00;6.936,00;729
202108;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3.289,00;3.236,00;3.133,00;156
202108;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7.712,00;7.667,00;7.274,00;438
202108;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5.549,00;5.426,00;5.221,00;328
202108;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6.362,00;6.329,00;5.987,00;375
202108;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6.380,00;6.334,00;5.987,00;393
202108;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6.863,00;6.758,00;6.379,00;484
202108;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5.663,00;5.634,00;5.378,00;285
202108;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5.614,00;5.585,00;5.413,00;201
202108;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13.771,00;13.652,00;12.959,00;812
202108;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5.875,00;5.816,00;5.554,00;321
202108;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4.803,00;4.738,00;4.548,00;255
202108;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2.487,00;2.444,00;2.389,00;98
202108;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2.440,00;2.427,00;2.347,00;93
202108;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1.082,00;1.061,00;1.005,00;77
202108;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2.025,00;1.977,00;1.947,00;78
202108;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3.124,00;3.078,00;2.900,00;224
202108;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1.204,00;1.132,00;1.108,00;96
202108;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2.155,00;2.118,00;2.037,00;118
202108;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1.570,00;1.499,00;1.464,00;106
202108;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1.574,00;1.557,00;1.451,00;123
202108;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1.647,00;1.642,00;1.604,00;43
202108;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3.723,00;3.681,00;3.625,00;98
202108;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;933;918;908;25
202108;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890;875;859;31
202108;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5.755,00;5.700,00;5.416,00;339
202108;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1.395,00;1.373,00;1.336,00;59
202108;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1.305,00;1.259,00;1.235,00;70
202108;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1.857,00;1.790,00;1.757,00;100
202108;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;961;928;887;74
202108;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1.375,00;1.341,00;1.278,00;97
202108;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2.463,00;2.457,00;2.337,00;126
202108;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3.466,00;3.430,00;3.268,00;198
202108;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6.079,00;6.001,00;5.741,00;338
202108;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3.670,00;3.644,00;3.550,00;120
202108;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2.091,00;2.060,00;1.961,00;130
202108;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5.065,00;5.026,00;4.872,00;193
202108;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1.519,00;1.482,00;1.429,00;90
202108;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3.612,00;3.527,00;3.225,00;387
202108;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1.728,00;1.700,00;1.644,00;84
202108;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2.772,00;2.718,00;2.610,00;162
202108;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3.106,00;3.058,00;2.919,00;187
202108;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2.371,00;2.326,00;2.245,00;126
202108;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3.098,00;3.051,00;2.975,00;123
202108;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3.409,00;3.372,00;3.249,00;160
202108;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3.489,00;3.447,00;3.337,00;152
202108;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;588;587;580;8
202108;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1.457,00;1.433,00;1.367,00;90
202108;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1.218,00;1.182,00;1.123,00;95
202108;26292;FUNDACAO JOAQUIM NABUCO;FJN;452;452;188;264
202108;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548;498;349;199
202108;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1.589,00;1.569,00;1.521,00;68
202108;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1.693,00;1.640,00;1.604,00;89
202108;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1.569,00;1.541,00;1.501,00;68
202108;26401;INSTITUTO FEDERAL DO ACRE;IFAC;854;759;732;122
202108;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1.881,00;1.867,00;1.840,00;41
202108;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1.966,00;1.862,00;1.778,00;188
202108;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1.963,00;1.767,00;1.707,00;256
202108;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3.848,00;3.732,00;3.565,00;283
202108;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2.923,00;2.919,00;2.855,00;68
202108;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1.419,00;1.415,00;1.389,00;30
202108;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3.262,00;3.231,00;3.177,00;85
202108;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1.913,00;1.904,00;1.881,00;32
202108;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1.371,00;1.344,00;1.322,00;49
202108;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1.313,00;1.309,00;1.293,00;20
202108;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1.150,00;1.144,00;1.135,00;15
202108;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1.167,00;1.159,00;1.142,00;25
202108;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2.024,00;1.977,00;1.928,00;96
202108;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1.262,00;1.220,00;1.206,00;56
202108;26416;INSTITUTO FEDERAL DO PARA;IFPA;2.574,00;2.502,00;2.348,00;226
202108;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2.377,00;2.367,00;2.337,00;40
202108;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2.386,00;2.355,00;2.290,00;96
202108;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2.182,00;2.159,00;2.114,00;68
202108;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1.465,00;1.462,00;1.439,00;26
202108;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1.259,00;1.213,00;1.189,00;70
202108;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1.861,00;1.825,00;1.774,00;87
202108;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1.531,00;1.253,00;1.173,00;358
202108;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1.270,00;1.249,00;1.236,00;34
202108;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;682;634;616;66
202108;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;2.993,00;2.786,00;2.621,00;372
202108;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1.360,00;1.317,00;1.288,00;72
202108;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2.091,00;2.061,00;2.013,00;78
202108;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1.040,00;1.022,00;999;41
202108;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2.411,00;2.325,00;2.245,00;166
202108;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2.582,00;2.292,00;2.239,00;343
202108;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2.029,00;1.996,00;1.891,00;138
202108;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1.722,00;1.714,00;1.654,00;68
202108;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2.738,00;2.715,00;2.681,00;57
202108;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1.838,00;1.833,00;1.770,00;68
202108;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;724;682;651;73
202108;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2.673,00;2.650,00;2.593,00;80
202108;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4.621,00;4.588,00;4.526,00;95
202108;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1.421,00;1.405,00;1.376,00;45
202108;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1.113,00;1.099,00;1.084,00;29
202108;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;778;742;720;58
202108;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;648;621;599;49
202108;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793;759;749;44
202108;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;685;630;617;68
202108;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;566;560;557;9
202108;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3.838,00;2.161,00;1.535,00;2.303,00
202108;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1.950,00;1.411,00;753;1.197,00
202108;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1.857,00;1.402,00;957;900
202108;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13.844,00;13.844,00;11.425,00;2.419,00
202108;32000;MINISTERIO DE MINAS E ENERGIA;MME;721;721;168;553
202108;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776;776;598;178
202108;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;812;782;701;111
202108;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2.118,00;839;717;1.401,00
202108;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231;159;75;156
202108;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5.488,00;3.894,00;2.769,00;2.719,00
202108;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78;69;44;34
202108;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6.562,00;6.261,00;4.713,00;1.849,00
202108;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4.571,00;4.565,00;1.874,00;2.697,00
202108;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1.685,00;1.670,00;1.586,00;99
202108;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;711;679;628;83
202108;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2.000,00;1.223,00;1.123,00;877
202108;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52;50;40;12
202108;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1.774,00;1.236,00;1.008,00;766
202108;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478;443;370;108
202108;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4.301,00;3.414,00;2.278,00;2.023,00
202108;40105;MINISTERIO DA DEFESA;MD;3.034,00;2.688,00;1.447,00;1.587,00
202108;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8.726,00;8.671,00;6.696,00;2.030,00
202108;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5.697,00;4.802,00;3.074,00;2.623,00
202108;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1.054,00;705;496;558
202108;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1.172,00;831;571;601
202108;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;256;256;221;35
202108;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3.298,00;2.812,00;1.583,00;1.715,00
202108;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148;145;95;53
202108;40408;FUNDACAO CULTURAL PALMARES;FCP;25;25;23;2
202108;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1.040,00;844;356;684
202108;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;594;594;433;161
202108;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87;87;0;87
202108;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6.430,00;6.414,00;2.518,00;3.912,00
202108;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;6.015,00;5.972,00;5.950,00;65
202108;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5.801,00;5.789,00;5.583,00;218
202108;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2.856,00;2.850,00;2.842,00;14
202108;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7;7;0;7
202108;41100;MINISTERIO DAS COMUNICACOES;MCOM;87;87;87;0
202108;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1.781,00;1.586,00;1.335,00;446
202108;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6.832,00;4.285,00;3.181,00;3.651,00
202108;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1.570,00;1.569,00;767;803
202108;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;748;603;383;365
202108;44205;AGENCIA NACIONAL DE AGUAS;ANA;397;380;294;103
202108;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216;215;122;94
202108;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2.875,00;2.227,00;1.413,00;1.462,00
202108;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;600;585;434;166
202108;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11.528,00;11.525,00;4.378,00;7.150,00
202108;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;702;702;328;374
202108;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826;533;339;487
202108;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;1.004,00;955;432;572
202108;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1.832,00;1.555,00;1.285,00;547
202108;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;205;195;141;64
202108;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;233;211;179;54
202108;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97;97;70;27
202108;54000;MINISTERIO DO TURISMO;MTUR;851;832;721;130
202108;55000;MINISTERIO DA CIDADANIA;MC;998;760;412;586
202108;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502;379;192;310
202108;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43.693,00;42.366,00;20.051,00;23.642,00
202108;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5.080,00;2.176,00;1.869,00;3.211,00
202108;70000;COMANDO DA MARINHA;CM;9.130,00;8.115,00;3.297,00;5.833,00
202108;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89;39;38;51
202108;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5.839,00;0;0;5.839,00
202109;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12.119,00;11.350,00;6.482,00;5.637,00
202109;15000;MINISTERIO DA EDUCACAO;MEC;35.475,00;1.905,00;729;34.746,00
202109;16000;COMANDO DO EXERCITO;C.EX;8.203,00;8.201,00;3.895,00;4.308,00
202109;16100;FUNDACAO OSORIO;F OSORIO;97;95;62;35
202109;17000;MINISTERIO DA ECONOMIA;ME;77.225,00;65.687,00;36.792,00;40.433,00
202109;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3.568,00;3.445,00;2.338,00;1.230,00
202109;20101;PRESIDENCIA DA REPUBLICA;PR;713;271;136;577
202109;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4.068,00;338;207;3.861,00
202109;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17.609,00;17.359,00;13.289,00;4.320,00
202109;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361;361;339;22
202109;21000;COMANDO DA AERONAUTICA;C.AER;8.702,00;7.738,00;3.415,00;5.287,00
202109;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69;0;0;69
202109;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176;176;54;122
202109;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;346;346;181;165
202109;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1.218,00;1.215,00;949;269
202109;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;455;455;274;181
202109;25000;MINISTERIO DA SAUDE;MS;79.583,00;74.878,00;42.802,00;36.781,00
202109;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;504;500;401;103
202109;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283;282;249;34
202109;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1.124,00;1.104,00;440;684
202109;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617;533;385;232
202109;26201;COLEGIO PEDRO II;C.PEDROII;2.283,00;2.282,00;2.213,00;70
202109;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1.042,00;993;967;75
202109;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3.517,00;3.488,00;3.373,00;144
202109;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5.954,00;5.954,00;5.582,00;372
202109;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5.728,00;5.647,00;5.417,00;311
202109;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3.934,00;3.905,00;3.704,00;230
202109;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5.278,00;5.227,00;5.093,00;185
202109;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7.664,00;7.504,00;6.920,00;744
202109;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3.286,00;3.234,00;3.124,00;162
202109;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7.709,00;7.663,00;7.267,00;442
202109;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5.548,00;5.425,00;5.218,00;330
202109;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6.361,00;6.328,00;5.989,00;372
202109;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6.380,00;6.337,00;5.979,00;401
202109;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6.859,00;6.753,00;6.401,00;458
202109;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5.661,00;5.632,00;5.367,00;294
202109;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5.616,00;5.588,00;5.410,00;206
202109;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13.765,00;13.647,00;12.937,00;828
202109;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5.875,00;5.815,00;5.553,00;322
202109;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4.801,00;4.736,00;4.539,00;262
202109;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2.484,00;2.443,00;2.391,00;93
202109;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2.440,00;2.426,00;2.344,00;96
202109;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1.082,00;1.061,00;1.009,00;73
202109;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2.025,00;1.981,00;1.952,00;73
202109;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3.123,00;3.078,00;2.887,00;236
202109;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1.204,00;1.131,00;1.106,00;98
202109;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2.154,00;2.116,00;2.031,00;123
202109;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1.570,00;1.498,00;1.466,00;104
202109;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1.574,00;1.557,00;1.448,00;126
202109;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1.646,00;1.641,00;1.602,00;44
202109;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3.721,00;3.679,00;3.619,00;102
202109;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;933;918;907;26
202109;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890;875;858;32
202109;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5.755,00;5.703,00;5.407,00;348
202109;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1.395,00;1.373,00;1.336,00;59
202109;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1.305,00;1.259,00;1.234,00;71
202109;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1.857,00;1.791,00;1.761,00;96
202109;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;960;927;883;77
202109;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1.375,00;1.342,00;1.279,00;96
202109;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2.462,00;2.455,00;2.325,00;137
202109;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3.466,00;3.431,00;3.271,00;195
202109;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6.077,00;5.999,00;5.735,00;342
202109;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3.669,00;3.644,00;3.547,00;122
202109;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2.091,00;2.061,00;1.957,00;134
202109;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5.065,00;5.025,00;4.872,00;193
202109;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1.519,00;1.483,00;1.426,00;93
202109;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3.611,00;3.525,00;3.222,00;389
